Crop,Temperature,Humidity,Rainfall,Label_N,Label_P,Label_K
pigeonpeas,30.5753044,34.75591197,177.5764304,13,67,18
pigeonpeas,24.69487673,59.96669215,91.95792434,27,74,20
pigeonpeas,23.17409556,36.67847052,162.5931264,29,72,24
pigeonpeas,19.04380471,33.10695144,155.3705624,5,68,20
pigeonpeas,29.32379604,45.93248374,165.4113371,39,57,19
pigeonpeas,34.6455408,54.32342534,180.9009998,22,62,16
pigeonpeas,21.9989826,56.31006755,136.8274312,18,55,23
pigeonpeas,22.99774444,60.24218572,159.689339,39,77,21
pigeonpeas,30.55992394,35.29006485,178.8998611,13,75,20
pigeonpeas,31.46417866,48.17631461,165.405354,27,71,24
pigeonpeas,25.95058595,40.58227261,109.1821183,26,64,22
pigeonpeas,21.01142393,69.69141302,185.2039114,23,55,16
pigeonpeas,19.25100056,47.70351758,149.063196,4,69,19
pigeonpeas,19.24462755,50.54495302,180.6465282,20,67,19
pigeonpeas,22.47253208,62.56532471,96.74706956,7,74,17
pigeonpeas,36.75087487,58.25799145,124.6028153,17,64,18
pigeonpeas,29.89286629,66.35375127,198.1403003,35,71,17
pigeonpeas,29.37735586,44.82294584,172.40168,11,72,22
pigeonpeas,29.65052947,42.89833235,186.9226052,20,60,22
pigeonpeas,19.54284889,66.34777265,173.1106982,10,71,18
pigeonpeas,20.04611791,48.93905624,122.4564203,33,61,24
mothbeans,27.91095209,64.70930606,32.67891866,3,49,18
mothbeans,27.32220619,51.27868781,36.5037914,22,59,23
mothbeans,28.66024187,59.3189118,36.92629678,36,58,25
mothbeans,29.02955344,61.09387478,72.98016599,4,43,18
mothbeans,27.78031515,54.65030015,32.05025323,29,54,16
mothbeans,31.99928579,54.1077461,71.6266696,32,43,22
mothbeans,27.33580911,55.27755933,73.44775287,14,55,15
mothbeans,28.92952635,53.57014709,66.35634104,5,35,20
mothbeans,27.65472156,58.59986279,36.94255012,25,57,24
mothbeans,28.52396666,55.77264351,61.32935611,11,53,24
mothbeans,31.02215872,45.89239456,53.56783314,40,49,17
mothbeans,25.74095321,45.38497051,67.43488235,38,56,25
mothbeans,31.70447482,56.85420099,44.94317432,27,43,23
mothbeans,24.47876451,58.51663927,34.96933295,24,38,22
mothbeans,31.46511256,51.79939437,74.44330654,23,45,21
mothbeans,25.60973447,50.7330069,53.39249517,29,57,20
mothbeans,30.30260453,47.18283631,68.04039813,31,35,23
mothbeans,28.17489437,43.6672299,45.78172762,0,55,25
mothbeans,25.50634557,44.8302551,74.32635105,7,45,22
mothbeans,31.12896766,43.58788762,32.76742894,17,58,25
mothbeans,26.34043268,55.59160391,35.1051197,11,44,17
mothbeans,28.23494706,61.5620517,72.66666443,22,49,22
mothbeans,27.04453473,49.32609633,48.25207759,9,51,19
mothbeans,25.16125354,55.25435777,40.89732789,28,48,15
mothbeans,27.3179125,51.66921088,32.55919573,26,50,19
mothbeans,25.4123765,49.66474269,31.87416982,36,56,20
mothbeans,31.21629982,46.01868196,53.1205277,8,60,18
mothbeans,30.573999,58.22686794,62.74803826,24,37,21
mothbeans,25.42517036,53.2208266,46.19374559,22,43,24
mothbeans,27.09400578,43.65305437,41.53749535,36,43,24
mothbeans,24.30935081,56.32938343,58.99536268,22,44,24
mothbeans,30.06142622,45.90067655,41.0550915,17,43,22
mothbeans,28.09568993,60.9835384,33.84110759,8,45,15
mothbeans,26.33908791,40.00933429,55.50429227,7,56,23
mothbeans,28.61409059,57.14218792,57.02891698,36,57,16
mothbeans,28.70012137,44.359648,44.11622138,11,45,19
mothbeans,24.21610338,59.79236306,42.24783476,6,36,22
mothbeans,28.50677929,45.20094476,66.1761456,17,57,20
mothbeans,25.97948991,64.95585424,72.19245835,4,47,20
mothbeans,30.88482722,41.36561835,55.053805,9,49,16
mothbeans,25.5042419,61.66852372,65.07981523,25,51,24
mothbeans,25.12528913,51.33189406,38.48678973,36,44,21
mothbeans,27.10508014,63.56791363,62.20279647,21,38,20
mothbeans,31.1006247,44.82069159,70.79934452,37,57,20
mothbeans,26.45707778,56.40226277,64.16167699,32,48,18
mothbeans,30.04132304,63.56222995,31.83192392,29,44,20
mothbeans,27.77799528,54.82130787,50.28438729,25,51,18
mothbeans,30.99256944,43.02151392,58.27600682,10,44,24
mothbeans,26.4908332,47.36534833,36.99362831,23,35,18
mothbeans,31.96987867,57.17377029,64.25520357,9,60,23
mothbeans,25.36140526,46.82652785,55.60523179,3,58,21
mothbeans,25.54249137,56.96640758,48.46797044,22,42,22
mothbeans,28.99319096,62.85948245,70.4713043,12,39,21
mothbeans,29.34317422,60.50320928,34.03335472,39,36,22
mothbeans,28.63618921,61.39451307,68.54877876,32,41,16
mothbeans,24.83206631,44.17085032,52.0810886,30,41,15
mothbeans,25.44689075,58.55363573,57.04826619,19,36,22
mothbeans,31.01274943,62.40392519,63.77192383,4,46,15
mothbeans,27.06179658,52.3003173,60.74583498,21,39,20
mothbeans,27.0956288,42.26206161,71.1271039,35,57,25
mothbeans,28.56800579,57.30636014,64.53027638,22,55,24
mothbeans,28.79929247,49.84213387,40.85534718,35,51,17
mothbeans,27.94293692,45.41393636,69.66289997,17,56,17
mothbeans,30.47757686,61.58245338,61.86633917,28,57,17
mothbeans,30.58139475,50.77148138,64.58559639,22,36,16
mothbeans,26.85911286,41.81420849,44.13827124,11,41,19
mothbeans,26.31051759,61.18749126,35.73403813,38,38,18
mothbeans,28.77833449,44.2252605,33.95825723,23,37,24
mothbeans,28.90245417,43.35365671,71.90018566,25,35,20
mothbeans,29.37687468,57.69622912,38.34303462,40,45,20
mothbeans,24.17093241,58.25204566,59.18953429,23,58,19
mothbeans,26.65333029,59.79023382,36.91852635,2,56,23
mothbeans,28.19912143,53.50567601,52.13580529,3,56,17
mothbeans,28.76488954,52.62741529,55.21606732,26,51,25
mothbeans,29.3499706,61.25353851,40.82840673,39,42,20
mothbeans,28.00937423,52.60950014,36.01203025,27,59,20
mothbeans,26.85851927,48.8246387,34.7426459,24,45,19
mothbeans,31.2123945,40.92604945,53.78769958,7,40,17
mothbeans,24.20422636,61.43378674,46.0203959,15,45,23
mothbeans,29.98835437,49.60384796,52.92929636,26,52,23
mothbeans,29.93964907,54.61813464,45.43669946,20,45,16
mothbeans,31.2119298,41.55934359,68.80141783,34,54,24
mothbeans,26.80474415,48.23991436,43.87801983,19,51,25
mothbeans,31.49398069,62.84916863,64.56807592,29,41,21
mothbeans,30.99694676,46.42693735,38.31597852,20,50,22
mothbeans,29.61253065,63.04749127,50.1978269,11,40,23
mothbeans,29.97604322,57.03184356,44.86052932,15,54,15
mothbeans,30.88883074,52.62696801,55.51932414,35,55,22
mothbeans,30.39321309,60.16299493,35.37493212,9,59,25
mothbeans,30.43683729,55.20522037,30.92014047,40,45,18
mothbeans,25.32688786,63.18180319,32.71129281,35,38,19
mothbeans,30.53684308,59.96664731,33.48919022,14,58,17
mothbeans,30.38257873,40.5926071,47.95406479,40,55,18
mothbeans,24.01825377,53.76623369,35.03404425,18,36,23
mothbeans,28.69841277,61.14754363,65.67591794,35,52,15
mothbeans,29.33743412,49.00323081,42.44054315,4,59,22
mothbeans,27.96583691,61.34900107,70.10472076,22,51,16
mothbeans,24.86803974,48.27531965,63.9187654,33,47,17
mothbeans,25.87682261,45.96341933,38.53254678,2,51,17
mothbeans,31.01963639,49.9767522,32.81296548,16,51,21
mungbean,27.43329405,87.80507732,54.73367631,19,55,20
mungbean,28.3340432,80.77275974,38.7976407,8,54,20
mungbean,27.01470397,84.34262707,55.296354,36,55,20
mungbean,28.17432665,81.04554836,36.35720652,10,56,16
mungbean,29.87888063,87.32761241,44.75215854,22,56,17
mungbean,29.89232778,89.71503316,42.99498978,9,57,24
mungbean,28.56212158,83.24855855,56.48265193,34,59,23
mungbean,27.53592929,85.5701901,53.01899249,31,51,25
mungbean,29.68361658,87.93598094,41.82490236,0,49,18
mungbean,28.14448546,82.1193047,46.75690086,21,39,20
mungbean,29.53037621,86.73346018,59.87232071,28,35,22
mungbean,27.88352946,86.45147631,44.64407105,17,52,17
mungbean,28.22471276,82.35916228,44.01206619,24,42,23
mungbean,29.008124,84.96089355,45.91011391,28,46,16
mungbean,29.75538903,86.45193297,37.54602719,21,38,21
mungbean,29.78416743,85.16906976,40.77872823,34,60,25
mungbean,27.8640132,80.4513142,42.83053902,19,53,22
mungbean,27.11026483,84.96771717,51.52617423,31,58,15
mungbean,27.11030369,83.64274107,49.11964582,19,35,24
mungbean,28.95451232,89.07866095,57.65901369,24,53,17
mungbean,29.21780035,87.93724219,43.1386631,13,47,20
mungbean,28.7420098,85.81675947,48.54598575,31,53,16
mungbean,29.65021184,80.29868321,56.76278363,28,45,23
mungbean,27.23924995,86.404241,37.31236904,31,37,21
mungbean,28.95172351,81.67085323,56.51103293,33,60,15
mungbean,28.18837136,82.60629652,37.01110438,34,45,21
mungbean,28.30041493,86.20681554,50.47333854,13,57,25
mungbean,27.89636126,88.71782287,57.79863368,33,57,17
mungbean,28.6899851,87.50436797,44.56598352,32,57,22
mungbean,27.8262623,88.73100226,56.68833819,23,59,25
mungbean,28.70562673,81.59200689,59.87065439,35,41,18
mungbean,28.6362812,84.61431076,48.48319335,6,48,24
mungbean,28.28511547,88.4393979,48.56690235,29,36,25
mungbean,27.60887393,86.13316408,43.80041104,4,36,22
mungbean,28.60901145,86.99495766,36.94616965,10,59,22
mungbean,29.24598976,84.80084105,53.43228915,14,48,21
mungbean,28.62911222,89.1148059,50.49913241,8,50,21
mungbean,29.57329479,88.07505524,45.04467075,20,40,15
mungbean,27.82684262,87.16679147,58.37249772,36,43,22
mungbean,29.8757015,83.14796296,40.12044158,14,57,15
mungbean,27.33684386,88.50229102,51.09802625,11,60,23
mungbean,29.83040388,89.30428305,58.86687093,10,59,15
mungbean,28.2753171,82.76020821,56.04995423,7,60,25
mungbean,29.86860065,85.99127934,58.41394143,2,47,15
mungbean,29.5888162,89.9939693,54.96121262,20,45,22
mungbean,28.07219563,82.9116472,49.61865305,2,39,15
mungbean,27.84026517,89.99615558,52.84626009,27,40,24
mungbean,27.10818093,87.4512669,55.03723979,35,48,15
mungbean,27.68515114,81.94268594,54.62243308,4,59,25
mungbean,29.34594634,85.60472562,59.03629954,1,48,24
mungbean,28.36319404,84.8593608,52.93031105,36,43,21
mungbean,27.65280218,89.80650642,56.52558045,11,46,24
mungbean,27.31372793,85.44815232,53.15223123,34,47,19
mungbean,27.06909959,86.89934108,50.46746116,21,44,18
mungbean,28.06642822,85.91625451,39.23831035,17,58,20
mungbean,27.73329078,81.13903037,44.17580911,25,40,21
mungbean,27.53632932,89.92908171,45.48591922,2,38,18
mungbean,29.66461594,84.28187572,56.09542002,9,48,20
mungbean,29.9145443,85.85384444,41.39081525,37,49,25
mungbean,28.36363858,87.59810657,57.99524359,36,38,15
mungbean,29.46416042,87.60890009,43.15411472,40,58,15
mungbean,29.73013036,82.89166381,50.91511275,30,44,16
mungbean,27.46852989,87.17649,43.78420984,1,59,23
mungbean,27.77076285,87.09979549,49.50812624,9,48,22
mungbean,29.12939524,88.48312598,36.45012824,14,41,17
mungbean,27.10606808,89.89593328,37.45680611,35,52,19
mungbean,28.88078945,86.94206817,53.79732545,31,48,17
mungbean,28.14720892,83.8001509,37.44800463,4,41,20
mungbean,29.89129144,80.14487166,54.7960127,30,37,25
mungbean,27.41503453,80.98004661,40.53173216,9,35,20
mungbean,29.27308605,89.4875022,50.9246554,20,41,20
mungbean,29.65296893,88.48587386,56.01913159,37,50,23
mungbean,28.44524991,82.67639542,58.18713162,34,35,21
mungbean,27.96235681,83.97586797,48.9366954,14,37,15
mungbean,29.25649321,81.97952224,42.02483277,23,39,22
mungbean,28.36291385,88.00989267,43.05130077,5,45,21
mungbean,27.62749466,86.49366929,39.26137642,22,37,20
mungbean,28.66086349,86.12194568,50.01534317,40,51,17
mungbean,29.2114218,87.11497805,51.53848218,27,56,20
mungbean,29.40889385,86.16063492,53.35486977,31,40,22
mungbean,28.02952623,84.8845732,36.12042927,38,36,21
mungbean,28.08657178,80.35005927,38.14476781,6,37,17
mungbean,29.16174608,80.28038146,40.16545979,6,47,18
mungbean,29.8596912,80.03499648,50.66487502,24,44,17
mungbean,29.06631494,83.6869203,43.95183726,25,59,19
mungbean,27.38538997,88.66663953,58.29933073,32,56,21
mungbean,27.93034941,85.42058715,43.25095608,8,45,18
mungbean,29.2808618,81.8009244,44.47427436,19,39,17
mungbean,28.9973145,83.78911515,59.84499208,39,37,15
mungbean,27.92678579,86.5543196,43.4826194,33,37,19
mungbean,28.5474135,88.9570454,49.4897245,26,54,17
mungbean,29.36488409,89.1886954,48.30159325,21,51,15
mungbean,28.56149805,83.63802195,41.013132,22,54,20
mungbean,28.43683487,87.91332682,43.12063289,29,45,16
mungbean,28.79728147,80.45744422,44.30070517,4,40,21
mungbean,28.7275267,89.12760359,58.52974279,10,37,22
mungbean,27.95639663,83.52706038,43.25726752,4,44,19
mungbean,28.17458662,83.69659318,37.2464655,20,45,17
mungbean,28.77653519,86.69133979,56.12443206,23,45,23
mungbean,28.438097,83.48991368,52.55469976,25,48,21
blackgram,29.48439992,63.19915325,71.89090748,56,79,15
blackgram,26.73433965,68.13999721,67.15096376,25,62,21
blackgram,26.27274407,62.28814857,70.23207557,42,61,22
blackgram,34.03679184,67.21113844,73.23573601,42,73,25
blackgram,28.03644051,65.06601664,72.49507741,44,58,18
blackgram,28.81460716,65.33538112,62.26242533,50,55,16
blackgram,34.03619494,64.28791388,66.85510868,35,72,21
blackgram,33.8642935,61.57072498,68.02199825,30,64,20
blackgram,32.84213012,68.68401492,73.67166182,27,64,21
blackgram,27.10053268,63.36085585,73.84949872,50,74,17
blackgram,25.65842532,61.18235808,69.28607828,39,73,24
blackgram,32.34744009,66.61452812,64.55882254,57,67,25
blackgram,29.58949031,68.32176769,67.53021213,52,63,19
blackgram,30.91219459,68.79427388,66.63830637,55,66,22
blackgram,28.12787838,64.2097765,70.86340755,51,56,18
blackgram,30.08545364,69.34811988,67.1367443,36,66,15
blackgram,31.74379487,62.51007687,68.97097538,59,55,19
blackgram,27.81326852,62.50460464,69.75555541,50,58,23
blackgram,32.88733849,64.59457409,71.50569456,30,65,25
blackgram,29.36358721,64.98742947,61.91208707,20,62,18
blackgram,27.82592799,67.5861883,74.01229707,58,71,15
blackgram,28.49538735,60.44848407,74.91559514,25,71,24
blackgram,27.74274761,68.53997144,71.78615328,52,71,16
blackgram,30.41588462,67.66323804,63.02473185,40,63,18
blackgram,27.3254209,69.09047809,61.19250859,20,60,25
blackgram,30.28496619,61.69295127,65.62859526,48,61,21
blackgram,28.56840626,61.53278622,63.49726331,49,68,22
blackgram,25.36586097,66.6379724,65.81655892,48,62,15
blackgram,34.9466155,65.26774011,70.1415139,32,66,17
blackgram,25.09737391,67.72837887,74.61649888,21,63,22
blackgram,32.47648301,64.34848735,65.820457,20,72,19
blackgram,33.86351172,68.59232289,69.24464096,25,65,21
blackgram,25.19857725,60.37332688,70.88787207,41,78,21
blackgram,31.77681682,69.01852894,61.46892873,53,67,17
blackgram,34.89814946,63.59948557,64.72797143,39,60,21
blackgram,31.74105409,68.63525428,62.3061735,25,76,17
blackgram,27.16159076,66.76017239,69.85112265,21,78,19
blackgram,26.23773129,67.88521396,73.58663968,57,60,17
blackgram,30.20157245,60.06534859,66.37171179,56,75,15
blackgram,31.55846339,67.83563765,74.86960831,49,72,15
blackgram,29.67892453,69.0854554,65.66436565,24,80,19
blackgram,27.05365239,67.7017527,60.4693835,49,76,18
blackgram,34.63880966,61.38597868,72.43169115,28,68,19
blackgram,33.39438752,62.93692886,63.57445989,55,78,21
blackgram,28.84079155,63.37230676,70.25496749,50,64,25
blackgram,31.49338309,63.0563645,71.48327008,34,80,19
blackgram,25.54960633,63.95425534,63.1830529,20,68,23
blackgram,34.37329112,69.69366426,70.27184748,55,67,16
blackgram,34.6008247,63.11296779,60.41790253,23,70,15
blackgram,29.43463808,64.94329356,72.17818157,53,74,15
blackgram,29.10713092,67.90577375,67.83345933,26,67,16
blackgram,28.57006111,65.71765781,70.0866434,33,80,22
blackgram,27.54384835,69.3478631,69.40878198,37,79,19
blackgram,33.04687968,68.93875631,62.30278274,33,75,21
blackgram,33.95309131,69.96100028,61.16350463,22,55,20
blackgram,30.11873003,60.11680815,71.72980375,20,68,17
blackgram,29.57812712,66.17587668,69.43895491,43,68,20
blackgram,27.26458947,68.01232937,68.91754359,44,76,22
blackgram,31.35730791,64.24992106,63.85668948,34,60,16
blackgram,31.52104732,66.55723677,61.71111448,21,72,17
blackgram,29.39982732,64.25510719,67.47677295,25,68,19
blackgram,29.38400259,64.14928485,65.24194361,41,62,15
blackgram,28.38686534,61.88871127,74.24459122,28,65,23
blackgram,28.47442276,63.53604453,69.5274407,35,64,15
blackgram,30.64095781,61.14508627,71.36947525,52,58,16
blackgram,25.25596239,61.36669662,68.64685069,58,75,25
blackgram,32.97030511,60.18122078,73.44678678,34,66,19
blackgram,33.66855394,66.60416867,67.32520551,52,70,16
blackgram,32.83963757,67.99803573,73.40452716,23,57,19
blackgram,27.45853567,62.90020977,69.46020927,42,58,25
blackgram,25.68576704,69.84354028,74.62068748,37,62,17
blackgram,30.0328403,64.14800537,71.21006868,44,75,22
blackgram,28.20667264,68.27085245,64.32887142,21,80,20
blackgram,28.27265858,61.18956161,63.29900785,56,76,16
blackgram,28.5417236,64.2020154,69.68862306,29,76,15
blackgram,26.87187036,61.61367264,63.51822045,43,61,20
blackgram,32.79766751,68.77994074,64.11411069,55,60,15
blackgram,26.42333018,64.51136845,63.46546487,44,63,15
blackgram,29.79181107,63.38789228,63.02169909,29,67,21
blackgram,27.44003279,67.10464369,72.50669768,47,63,16
blackgram,34.1262979,65.14877461,70.40795007,40,68,17
blackgram,30.94908189,64.23364112,62.78730907,58,61,15
blackgram,28.75751783,61.02701476,73.37686831,41,74,18
blackgram,27.24766491,66.10123083,62.31842057,58,79,17
blackgram,28.63005477,66.770943,62.2737345,27,62,24
blackgram,26.41768321,63.64698302,64.42177127,27,60,17
blackgram,32.81705216,66.15665137,68.83924882,52,65,20
blackgram,29.6321052,65.91359954,71.16331975,44,55,25
blackgram,33.49077065,62.73317204,65.45328463,21,62,24
blackgram,31.86847286,66.74217464,74.22238583,60,59,22
blackgram,30.32992227,65.62971858,71.64631281,33,77,21
blackgram,28.546224,66.31394098,62.83469851,59,58,17
blackgram,30.02629908,67.88811637,66.47264636,29,63,17
blackgram,31.65531175,60.13263713,66.69096751,59,63,18
blackgram,30.33499674,63.54718862,74.16699119,29,70,15
blackgram,33.36984395,65.67718163,64.89517488,58,73,16
blackgram,31.4345059,62.99303471,64.77651469,55,77,22
blackgram,27.71678273,63.29103387,68.56507978,42,79,23
blackgram,32.63918668,61.3009051,61.83876146,44,77,21
blackgram,32.7477393,67.77954584,63.37784443,38,62,25
lentil,28.05153602,63.49802189,43.35795377,32,76,15
lentil,19.44084326,63.27771461,46.83130119,13,61,22
lentil,29.84823072,60.63872613,46.80452595,38,60,20
lentil,21.36383757,69.92375891,46.6352865,11,74,17
lentil,26.28663931,68.51966729,46.13833007,37,71,16
lentil,22.17499963,62.13873825,53.46622584,29,71,18
lentil,26.57597546,60.97876599,50.89110726,2,72,18
lentil,26.58972517,66.14007674,50.90994463,6,59,21
lentil,19.1345771,62.57526895,36.46946971,13,64,20
lentil,28.75273118,69.15640149,35.15426171,8,58,17
lentil,25.78746268,60.2816298,49.14337177,6,77,20
lentil,23.89271875,61.78779413,52.55730112,2,75,22
lentil,28.67408774,63.18832976,42.96018627,3,69,23
lentil,28.42062847,61.77336343,49.02366803,27,80,24
lentil,21.35499456,62.60136323,41.78219834,39,78,15
lentil,21.12695586,63.18738532,38.71834464,40,79,17
lentil,24.02037872,61.62313345,49.78102578,37,62,22
lentil,25.40474421,65.8567539,51.92057267,31,60,24
lentil,29.03017561,64.49166566,54.9393771,22,67,22
lentil,20.21368219,68.65257685,50.89732989,3,78,18
lentil,29.19585548,68.01965728,44.93261911,4,80,16
lentil,18.29783597,69.6897615,49.39111479,13,61,24
lentil,27.41434987,63.41785982,44.43177543,12,66,20
lentil,24.84063998,60.09116626,48.77790371,4,61,21
lentil,29.94413861,67.31323084,40.37113729,9,60,21
lentil,25.87990287,67.55109024,47.89645224,18,66,22
lentil,20.0467711,65.84395319,46.05333124,32,56,18
lentil,22.99451999,66.70897237,54.49044154,6,72,15
lentil,25.13163619,66.92642362,49.04015558,15,77,20
lentil,28.49584395,62.44616219,53.14531023,0,65,24
lentil,18.28766124,69.48515056,48.60449438,30,79,22
lentil,24.38041875,61.18458224,53.13946695,3,63,16
lentil,21.31852148,66.43934593,45.42616802,2,78,23
lentil,18.54141834,62.70637578,44.07819743,10,78,18
lentil,25.28710601,60.85993533,49.37369982,14,67,25
lentil,25.43459777,69.12613376,41.02682925,39,65,23
lentil,28.83600962,69.76112921,44.08562546,19,72,15
lentil,27.37659643,63.93927841,49.47371773,18,57,21
lentil,28.31886863,60.19461399,45.36521251,31,58,15
lentil,27.4818649,62.04814951,37.81123974,28,58,25
lentil,18.28072173,68.10365387,48.80253285,5,65,19
lentil,27.61204997,69.29786244,42.72374404,16,65,19
lentil,23.43974653,63.22011726,45.40277297,34,65,19
lentil,20.95628486,63.68128841,52.39881209,14,69,19
lentil,23.7937153,68.03209183,49.73922097,22,55,16
lentil,22.6371424,65.44544859,38.30411077,24,61,17
lentil,21.53577883,65.47227704,35.75107592,2,79,15
lentil,29.87854588,65.73085206,44.95654782,26,63,17
lentil,25.2653291,67.10004577,48.33941188,27,61,15
lentil,25.17885316,68.93307305,35.03484812,24,70,16
lentil,24.12192608,61.09533545,44.23629285,13,74,25
lentil,23.33565221,67.40460704,36.18678721,6,64,23
lentil,21.74600081,63.39503184,50.43306085,12,58,23
lentil,27.60195453,63.46170674,54.37814199,32,79,22
lentil,24.388717,62.50453062,47.26052494,6,68,18
lentil,24.98287462,66.895409,38.21370568,10,79,20
lentil,28.234829,69.3159965,35.36831423,38,77,22
lentil,26.03026959,69.55863145,37.11395801,17,74,17
lentil,28.04849594,64.07691942,37.15824966,26,68,24
lentil,24.87425505,64.00213929,48.28137482,23,75,17
lentil,23.97081395,62.35557553,53.40906048,32,78,22
lentil,20.06003985,67.76252583,42.89509057,19,79,19
lentil,19.59221047,61.28633405,41.7704893,22,60,18
lentil,29.77013109,66.29327012,35.69674138,28,69,16
lentil,27.52135365,60.53657684,48.06491307,1,67,21
lentil,25.62896213,63.14909763,45.49683991,12,67,23
lentil,20.39078312,60.47528931,53.31508572,36,67,20
lentil,25.39038396,60.4989659,39.18374505,28,70,21
lentil,24.91079638,60.71367427,42.19740397,12,71,19
lentil,27.70496805,63.20915034,37.46160727,22,68,16
lentil,18.06486101,65.1034354,51.54922825,26,66,22
lentil,18.13027797,62.45851612,50.6128521,16,65,16
lentil,23.82723528,67.89815262,46.90725077,14,59,22
lentil,23.19305333,62.74710773,49.55213308,33,59,19
lentil,25.08966129,68.17543102,41.45486619,21,63,17
lentil,25.86928193,61.88321072,36.68284038,0,69,21
lentil,18.43966037,68.05394959,39.00992137,10,75,17
lentil,27.14911056,67.02664337,52.50812701,30,61,18
lentil,23.33375853,64.50515776,47.01510708,0,74,17
lentil,26.7230014,62.96841833,42.87274897,35,74,22
lentil,19.55750776,64.45268309,53.04669416,7,63,24
lentil,26.13708256,66.7729209,46.48280681,9,56,17
lentil,27.99990346,65.57653373,49.94043064,14,74,15
lentil,29.05941162,62.10652364,36.5011366,14,76,20
lentil,25.71269843,64.1123333,50.17067771,36,65,16
lentil,21.79792649,63.73086065,46.62370222,28,67,21
lentil,24.70626432,60.26854183,53.12442925,28,79,16
lentil,20.94981756,65.8108757,44.23913012,40,61,22
lentil,24.84918386,68.98088448,41.61080544,10,70,19
lentil,21.91041045,65.21662467,36.10211371,12,80,19
lentil,25.93381964,68.70533022,51.02372773,37,77,20
lentil,29.82112112,69.4073209,51.56461082,0,67,22
lentil,27.52185591,63.13215259,45.20841071,7,73,25
lentil,27.99627907,68.6428593,46.10585191,10,56,18
lentil,20.76774783,63.90164154,47.9271552,39,70,15
lentil,23.05276444,60.424786,52.60285259,26,56,22
lentil,21.65845777,63.58337146,38.07659414,9,77,17
lentil,26.25070298,67.62779652,40.8106299,4,59,19
lentil,20.97195263,63.83179889,53.10207889,34,73,15
lentil,23.89736406,66.32102048,40.74536757,33,77,15
pomegranate,24.55981624,91.63536236,111.9684622,2,24,38
pomegranate,19.65690085,89.93701023,108.0458926,6,18,37
pomegranate,18.78359608,87.4024767,102.5184759,8,26,36
pomegranate,24.1469628,94.5110662,110.2316633,37,18,39
pomegranate,22.44581266,89.90147027,109.3905998,0,27,38
pomegranate,24.96273236,92.40501423,109.4169192,31,25,38
pomegranate,22.5526059,89.3259486,104.8955643,21,21,38
pomegranate,22.77035608,91.45498527,106.9659201,6,30,40
pomegranate,19.20090378,94.27659596,108.0423555,25,27,41
pomegranate,23.12808226,92.68328358,109.3930157,15,11,38
pomegranate,24.92639065,85.19098079,104.7693804,14,5,36
pomegranate,24.77464458,85.63608688,105.7595811,16,10,41
pomegranate,19.8671184,86.35590206,108.3168858,36,7,37
pomegranate,24.26601316,93.7974061,104.5375109,4,20,41
pomegranate,23.62600218,89.73266695,107.6836871,29,22,40
pomegranate,19.67832052,89.08935702,108.5468633,16,15,42
pomegranate,22.36509395,92.30882391,104.8216333,18,27,41
pomegranate,21.57936934,94.88267728,102.8593382,11,18,42
pomegranate,18.26233221,88.16779129,108.0756727,5,15,38
pomegranate,23.71028128,89.61794165,105.6499907,18,23,44
pomegranate,22.48720144,89.9224883,111.6631582,9,8,40
pomegranate,21.6602498,94.79397419,112.4349689,40,27,45
pomegranate,20.13037175,89.31505137,107.3416913,22,23,44
pomegranate,18.41164435,91.11927248,105.1834976,9,16,39
pomegranate,19.68291173,89.75272999,111.2818551,12,29,40
pomegranate,23.20242586,91.19442671,109.0946323,0,17,42
pomegranate,18.92157197,87.31290342,102.8013275,2,21,44
pomegranate,22.10621387,91.34039616,106.8704803,28,6,40
pomegranate,18.47412402,89.68919664,108.4758509,8,23,44
pomegranate,19.81069447,88.92944254,102.860084,29,16,36
pomegranate,24.4880844,90.83687246,103.1969341,17,18,43
pomegranate,18.75927679,89.93457597,111.0196744,34,21,42
pomegranate,19.54128063,90.29751796,104.3739878,21,23,42
pomegranate,18.91251245,87.74938524,111.2800516,25,17,40
pomegranate,19.91330523,94.95031368,104.0277061,8,25,36
pomegranate,19.72620525,89.64934166,108.2287276,26,18,42
pomegranate,23.83185873,87.84034604,111.2232716,4,19,42
pomegranate,24.94467632,94.25702672,103.8799347,36,24,41
pomegranate,24.692258,93.87030088,104.6735454,5,24,40
pomegranate,24.72485577,85.56083187,111.2787584,19,17,39
pomegranate,20.12644921,87.59629625,108.065579,39,30,38
pomegranate,21.02432943,93.0569505,104.7847006,5,29,44
pomegranate,22.40423537,88.1508343,109.8695196,4,24,43
pomegranate,20.33691147,89.38003827,110.9653137,38,21,35
pomegranate,24.24779615,85.56033312,106.9216033,37,11,36
pomegranate,24.81530144,91.90842992,109.2853418,9,25,41
pomegranate,19.66329768,87.95158129,106.0380805,29,22,43
pomegranate,22.43377991,90.3396556,112.459697,5,21,38
pomegranate,22.92052307,85.12912161,110.2437841,22,26,38
pomegranate,22.91843172,85.40695044,106.2817706,4,18,37
pomegranate,24.88244467,89.39686219,107.1951707,21,6,41
pomegranate,23.40981539,93.13277,105.2240743,29,21,45
pomegranate,21.20725375,94.26304717,107.5660804,23,5,44
pomegranate,18.20230419,91.12282162,109.6623974,13,7,43
pomegranate,22.34375696,89.7870345,103.3183074,5,13,37
pomegranate,24.32770134,90.88292835,110.4606459,27,24,41
pomegranate,19.75088482,88.71691157,102.5538035,7,23,35
